name,wikipedia_url,wikidata_id
LSL,https://en.wikipedia.org/wiki/Linden_Scripting_Language,Q1185543
LiveCode,https://en.wikipedia.org/wiki/LiveCode,Q3068282
LiveScript,https://en.wikipedia.org/wiki/LiveScript_(programming_language),Q16963446
Lua,https://en.wikipedia.org/wiki/Lua_(programming_language),Q207316
Lucid,https://en.wikipedia.org/wiki/Lucid_(programming_language),Q3561750
Lustre,https://en.wikipedia.org/wiki/Lustre_(programming_language),Q464622
LYaPAS,https://en.wikipedia.org/wiki/LYaPAS,Q6460486
Lynx,https://en.wikipedia.org/wiki/Lynx_(programming_language),Q6709560
M Formula language,https://en.wikipedia.org/wiki/M_Formula_language,Q114876985
M2001,https://en.wikipedia.org/wiki/M2001,Q6713689
M4,https://en.wikipedia.org/wiki/M4_(computer_language),Q292068
M#,https://en.wikipedia.org/wiki/M_Sharp_(programming_language),Q17067973
Machine code,https://en.wikipedia.org/wiki/Machine_code,Q55813
MAD,https://en.wikipedia.org/wiki/MAD_(programming_language),Q4117854
MAD/I,https://en.wikipedia.org/wiki/MAD_(programming_language),Q4117854
Magik,https://en.wikipedia.org/wiki/Magik_(programming_language),Q9026871
Magma,https://en.wikipedia.org/wiki/Magma_computer_algebra_system,Q3032255
Máni,https://en.wikipedia.org/wiki/M%C3%A1ni,Q739765
Maple,https://en.wikipedia.org/wiki/Maple_(software),Q139380
MAPPER,https://en.wikipedia.org/wiki/MAPPER,Q3287251
MARK-IV,https://en.wikipedia.org/wiki/MARK_IV_(software),Q6714477
Mary,https://en.wikipedia.org/wiki/Mary_(programming_language),Q6778754
MATLAB,https://en.wikipedia.org/wiki/MATLAB,Q169478
MASM Microsoft Assembly x86,https://en.wikipedia.org/wiki/Microsoft_Macro_Assembler,Q1756018
MATH-MATIC,https://en.wikipedia.org/wiki/MATH-MATIC,Q16947404
Maude system,https://en.wikipedia.org/wiki/Maude_system,Q3558930
Maxima,https://en.wikipedia.org/wiki/Maxima_(software),Q938304
Macsyma,https://en.wikipedia.org/wiki/Macsyma,Q1883071
Max,https://en.wikipedia.org/wiki/Max_(software),Q1707206
MaxScript,https://en.wikipedia.org/wiki/Autodesk_3ds_Max,Q212324
Maya (MEL),https://en.wikipedia.org/wiki/Maya_Embedded_Language,Q3304832
MDL,https://en.wikipedia.org/wiki/MDL_(programming_language),Q6715155
Mercury,https://en.wikipedia.org/wiki/Mercury_(programming_language),Q206040
Mesa,https://en.wikipedia.org/wiki/Mesa_(programming_language),Q1042397
MHEG-5 (Interactive TV programming language),https://en.wikipedia.org/wiki/MHEG-5,Q1701057
Microcode,https://en.wikipedia.org/wiki/Microassembler,Q1590911
Microsoft Power Fx,https://en.wikipedia.org/wiki/Microsoft_Power_Fx,Q105743047
MIIS,https://en.wikipedia.org/wiki/MIIS_(programming_language),Q6716041
Milk (programming language),https://en.wikipedia.org/wiki/Milk_(programming_language),Q28046771
MIMIC,https://en.wikipedia.org/wiki/MIMIC,Q6716125
Mirah,https://en.wikipedia.org/wiki/Mirah_(programming_language),Q3858763
Miranda,https://en.wikipedia.org/wiki/Miranda_(programming_language),Q780803
MIVA Script,https://en.wikipedia.org/wiki/MIVA_Script,Q3026464
ML,https://en.wikipedia.org/wiki/ML_(programming_language),Q860654
Model 204,https://en.wikipedia.org/wiki/Model_204,Q6888180
Modelica,https://en.wikipedia.org/wiki/Modelica,Q385325
Malbolge,https://en.wikipedia.org/wiki/Malbolge,Q517956
Modula,https://en.wikipedia.org/wiki/Modula,Q2428476
Modula-2,https://en.wikipedia.org/wiki/Modula-2,Q777358
Modula-3,https://en.wikipedia.org/wiki/Modula-3,Q1928222
Mohol,https://en.wikipedia.org/wiki/Mohol_programming_languages,Q20707100
MOO,https://en.wikipedia.org/wiki/MOO_(programming_language),Q6717087
Mortran,https://en.wikipedia.org/wiki/Mortran,Q6914983
Mouse,https://en.wikipedia.org/wiki/Mouse_(programming_language),Q17148785
MPD,https://en.wikipedia.org/wiki/MPD_(programming_language),Q840761
MSL,https://en.wikipedia.org/wiki/MIRC_scripting_language,Q300841
MUMPS,https://en.wikipedia.org/wiki/MUMPS,Q1882071
MuPAD,https://en.wikipedia.org/wiki/MuPAD,Q1951595
Mutan,https://en.wikipedia.org/wiki/Ethereum#Programming_languages,
Mystic Programming Language,https://en.wikipedia.org/wiki/Mystic_BBS,Q6948922
NASM,https://en.wikipedia.org/wiki/Netwide_Assembler,Q1571077
Napier88,https://en.wikipedia.org/wiki/Napier88,Q6964898
Neko,https://en.wikipedia.org/wiki/Neko_(programming_language),Q3337877
Nemerle,https://en.wikipedia.org/wiki/Nemerle,Q2626413
NESL,https://en.wikipedia.org/wiki/NESL,Q6953575
Net.Data,https://en.wikipedia.org/wiki/Net.Data,Q6998127
NetLogo,https://en.wikipedia.org/wiki/NetLogo,Q672307
NetRexx,https://en.wikipedia.org/wiki/NetRexx,Q6998311
NewLISP,https://en.wikipedia.org/wiki/NewLISP,Q827233
NEWP,https://en.wikipedia.org/wiki/NEWP,Q6953629
Newspeak,https://en.wikipedia.org/wiki/Newspeak_(programming_language),Q7019813
NewtonScript,https://en.wikipedia.org/wiki/NewtonScript,Q1577753
Nial,https://en.wikipedia.org/wiki/Nial,Q7023815
Nickle,https://en.wikipedia.org/wiki/Nickle_(programming_language),Q7028507
NITIN,https://en.wikipedia.org/wiki/Nickle_(programming_language),Q7028507
Nim,https://en.wikipedia.org/wiki/Nim_(programming_language),Q20080327
Nix (Systems configuration language),https://en.wikipedia.org/wiki/Nix_package_manager,Q7041957
NPL,https://en.wikipedia.org/wiki/NORD_Programming_Language,Q7050550
Not eXactly C,https://en.wikipedia.org/wiki/Not_eXactly_C,Q1785511
Not Quite C,https://en.wikipedia.org/wiki/Not_Quite_C,Q1783709
NSIS,https://en.wikipedia.org/wiki/Nullsoft_Scriptable_Install_System,Q848317
Nu,https://en.wikipedia.org/wiki/Nu_(programming_language),Q7067717
NWScript,https://en.wikipedia.org/wiki/NWScript,Q584620
NXT-G,https://en.wikipedia.org/wiki/NXT-G,Q926094
o:XML,https://en.wikipedia.org/wiki/O:XML,Q7072276
Oak,https://en.wikipedia.org/wiki/Oak_(programming_language),Q10318621
Oberon,https://en.wikipedia.org/wiki/Oberon_(programming_language),Q1323362
OBJ2,https://en.wikipedia.org/wiki/OBJ2,Q7072318
Object Lisp,https://en.wikipedia.org/wiki/Object_Lisp,Q7075036
ObjectLOGO,https://en.wikipedia.org/wiki/ObjectLOGO,Q7075026
Object REXX,https://en.wikipedia.org/wiki/Object_REXX,Q2437099
Object Pascal,https://en.wikipedia.org/wiki/Object_Pascal,Q633894
Objective-C,https://en.wikipedia.org/wiki/Objective-C,Q188531
Obliq,https://en.wikipedia.org/wiki/Obliq,Q7075164
OCaml,https://en.wikipedia.org/wiki/OCaml,Q212587
occam,https://en.wikipedia.org/wiki/Occam_(programming_language),Q838062
occam-π,https://en.wikipedia.org/wiki/Occam-%CF%80,Q7075672
Octave,https://en.wikipedia.org/wiki/GNU_Octave,Q223679
OmniMark,https://en.wikipedia.org/wiki/OmniMark,Q7090311
Opa,https://en.wikipedia.org/wiki/Opa_(programming_language),Q3353033
Opal,https://en.wikipedia.org/wiki/Opal_(programming_language),Q2024920
Open Programming Language,https://en.wikipedia.org/wiki/Open_Programming_Language,Q1700602
OpenCL,https://en.wikipedia.org/wiki/OpenCL,Q681360
OpenEdge Advanced Business Language,https://en.wikipedia.org/wiki/OpenEdge_Advanced_Business_Language,Q1963461
OpenVera,https://en.wikipedia.org/wiki/OpenVera,Q3916732
OpenQASM,https://en.wikipedia.org/wiki/OpenQASM,Q48998901
OPS5,https://en.wikipedia.org/wiki/OPS5,Q7072853
OptimJ,https://en.wikipedia.org/wiki/OptimJ,Q3354460
Orc,https://en.wikipedia.org/wiki/Orc_(programming_language),Q7100142
ORCA/Modula-2,https://en.wikipedia.org/wiki/ORCA/Modula-2,Q777358
Oriel,https://en.wikipedia.org/wiki/Oriel_(scripting_language),Q7102251
Orwell,https://en.wikipedia.org/wiki/Orwell_(programming_language),Q7105278
Oxygene,https://en.wikipedia.org/wiki/Oxygene_(programming_language),Q910482
Oz,https://en.wikipedia.org/wiki/Oz_(programming_language),Q1208217
P,https://en.wikipedia.org/wiki/P_(programming_language),Q30599213
P4,https://en.wikipedia.org/wiki/P4_(programming_language),Q25215425
P′′,https://en.wikipedia.org/wiki/P%E2%80%B2%E2%80%B2,Q2072087
ParaSail,https://en.wikipedia.org/wiki/ParaSail_(programming_language),Q7133637
PARI/GP,https://en.wikipedia.org/wiki/PARI/GP,Q223811
Pascal,https://en.wikipedia.org/wiki/Pascal_(programming_language),Q81571
Pascal Script,https://en.wikipedia.org/wiki/Pascal_Script,Q16616746
PCASTL,https://en.wikipedia.org/wiki/PCASTL,Q7118490
PCF,https://en.wikipedia.org/wiki/Programming_language_for_Computable_Functions,Q7248484
PEARL,https://en.wikipedia.org/wiki/PEARL_(programming_language),Q2043979
PeopleCode,https://en.wikipedia.org/wiki/PeopleCode,Q7165836
Perl,https://en.wikipedia.org/wiki/Perl,Q42478
PDL,https://en.wikipedia.org/wiki/Perl_Data_Language,Q4046690
Pharo,https://en.wikipedia.org/wiki/Pharo,Q369096
PHP,https://en.wikipedia.org/wiki/PHP,Q59
Pico,https://en.wikipedia.org/wiki/Pico_(programming_language),Q3902685
Picolisp,https://en.wikipedia.org/wiki/Picolisp,Q7191049
Pict,https://en.wikipedia.org/wiki/Pict_(programming_language),Q7191089
Pike,https://en.wikipedia.org/wiki/Pike_(programming_language),Q1572341
PILOT,https://en.wikipedia.org/wiki/PILOT,Q2044212
Pipelines,https://en.wikipedia.org/wiki/Hartmann_pipeline,Q5675045
Pizza,https://en.wikipedia.org/wiki/Pizza_(programming_language),Q10350148
PL-11,https://en.wikipedia.org/wiki/PL-11,Q7119550
PL/0,https://en.wikipedia.org/wiki/PL/0,Q204
PL/B,https://en.wikipedia.org/wiki/Programming_Language_for_Business,Q2924087
PL/C,https://en.wikipedia.org/wiki/PL/C,Q9820
PL/I,https://en.wikipedia.org/wiki/PL/I,Q9893
PL/M,https://en.wikipedia.org/wiki/PL/M,Q9933
PL/P,https://en.wikipedia.org/wiki/PL/P,Q9946
PL/S,https://en.wikipedia.org/wiki/PL/S,Q9956
PL/SQL,https://en.wikipedia.org/wiki/PL/SQL,Q47607
PL360,https://en.wikipedia.org/wiki/PL360,Q7119559
PLANC,https://en.wikipedia.org/wiki/PLANC,Q7119581
Plankalkül,https://en.wikipedia.org/wiki/Plankalk%C3%BCl,Q34280
Planner,https://en.wikipedia.org/wiki/Planner_(programming_language),Q2349274
PLEX,https://en.wikipedia.org/wiki/PLEX_(programming_language),Q7119636
PLEXIL,https://en.wikipedia.org/wiki/PLEXIL,Q7119633
Plus,https://en.wikipedia.org/wiki/Plus_(programming_language),Q7197427
POP-11,https://en.wikipedia.org/wiki/POP-11,Q7120001
POP-2,https://en.wikipedia.org/wiki/POP-2,Q7120003
PostScript,https://en.wikipedia.org/wiki/PostScript,Q218170
PortablE,https://en.wikipedia.org/wiki/Amiga_E#PortablE,
POV-Ray SDL,https://en.wikipedia.org/wiki/POV-Ray,Q521697
Powerhouse,https://en.wikipedia.org/wiki/Powerhouse_(programming_language),Q7236198
PowerBuilder,https://en.wikipedia.org/wiki/PowerBuilder,Q580882
PowerShell,https://en.wikipedia.org/wiki/PowerShell,Q840410
PPL,https://en.wikipedia.org/wiki/Polymorphic_Programming_Language,Q7226597
Processing,https://en.wikipedia.org/wiki/Processing_(programming_language),Q1053535
Processing.js,https://en.wikipedia.org/wiki/Processing.js,Q3406362
Prograph,https://en.wikipedia.org/wiki/Prograph,Q7248516
Project Verona,https://en.wikipedia.org/wiki/Project_Verona,Q104870483
Prolog,https://en.wikipedia.org/wiki/Prolog,Q163468
PROMAL,https://en.wikipedia.org/wiki/PROMAL,Q7120399
Promela,https://en.wikipedia.org/wiki/Promela,Q948666
PROSE modeling language,https://en.wikipedia.org/wiki/PROSE_modeling_language,Q17162806
PROTEL,https://en.wikipedia.org/wiki/Protel,Q7251525
ProvideX,https://en.wikipedia.org/wiki/ProvideX,Q3408297
Pro*C,https://en.wikipedia.org/wiki/Pro*C,Q2111340
Pure,https://en.wikipedia.org/wiki/Pure_(programming_language),Q7261054
Pure Data,https://en.wikipedia.org/wiki/Pure_Data,Q1401466
PureScript,https://en.wikipedia.org/wiki/PureScript,Q65082796
PWCT,https://en.wikipedia.org/wiki/PWCT,Q65054666
Python,https://en.wikipedia.org/wiki/Python_(programming_language),Q28865
Q (programming language from Kx Systems),https://en.wikipedia.org/wiki/Q_(programming_language_from_Kx_Systems),Q7265638
Q# (Microsoft programming language),https://en.wikipedia.org/wiki/Q_Sharp,Q45322975
Qalb,https://en.wikipedia.org/wiki/Qalb_(programming_language),Q7265978
Quantum Computation Language,https://en.wikipedia.org/wiki/Quantum_Computation_Language,Q48998905
QtScript,https://en.wikipedia.org/wiki/QtScript,Q2562193
QuakeC,https://en.wikipedia.org/wiki/QuakeC,Q2122062
QPL,https://en.wikipedia.org/wiki/Quantum_programming,Q4218497
.QL,https://en.wikipedia.org/wiki/.QL,Q4545417
R,https://en.wikipedia.org/wiki/R_(programming_language),Q206904
R++,https://en.wikipedia.org/wiki/R%2B%2B,Q7273242
Racket,https://en.wikipedia.org/wiki/Racket_(programming_language),Q1254148
Raku,https://en.wikipedia.org/wiki/Raku_(programming_language),Q2052676
RAPID,https://en.wikipedia.org/wiki/RAPID,Q7275797
Rapira,https://en.wikipedia.org/wiki/Rapira,Q4117140
Ratfiv,https://en.wikipedia.org/wiki/Ratfiv,Q7295568
Ratfor,https://en.wikipedia.org/wiki/Ratfor,Q4115288
rc,https://en.wikipedia.org/wiki/Rc,Q1050629
Reason,https://en.wikipedia.org/wiki/Reason_(programming_language),Q63565848
REBOL,https://en.wikipedia.org/wiki/REBOL,Q1359171
Red,https://en.wikipedia.org/wiki/Red_(programming_language),Q3217187
Redcode,https://en.wikipedia.org/wiki/Core_War,Q1132500
REFAL,https://en.wikipedia.org/wiki/REFAL,Q2626418
REXX,https://en.wikipedia.org/wiki/REXX,Q685820
Ring,https://en.wikipedia.org/wiki/Ring_(programming_language),Q25462748
ROOP,https://en.wikipedia.org/wiki/ROOP_(programming_language),Q7277404
RPG,https://en.wikipedia.org/wiki/IBM_RPG,Q840543
RPL,https://en.wikipedia.org/wiki/RPL_(programming_language),Q960361
RSL,https://en.wikipedia.org/wiki/Robot_Battle#Robot_scripting_language,
RTL/2,https://en.wikipedia.org/wiki/RTL/2,Q200
Ruby,https://en.wikipedia.org/wiki/Ruby_(programming_language),Q161053
Rust,https://en.wikipedia.org/wiki/Rust_(programming_language),Q575650
S,https://en.wikipedia.org/wiki/S_(programming_language),Q1283865
S2,https://en.wikipedia.org/wiki/S2_(programming_language),Q7388255
S3,https://en.wikipedia.org/wiki/S3_(programming_language),Q7388288
S-Lang,https://en.wikipedia.org/wiki/S-Lang_(programming_language),Q2204463
S-PLUS,https://en.wikipedia.org/wiki/S-PLUS,Q3267991
SA-C,https://en.wikipedia.org/wiki/SA-C_(programming_language),Q7388405
SabreTalk,https://en.wikipedia.org/wiki/SabreTalk,Q2210114
SAIL,https://en.wikipedia.org/wiki/SAIL_(programming_language),Q2204794
SAKO,https://en.wikipedia.org/wiki/SAKO_(programming_language),Q9326009
SAS,https://en.wikipedia.org/wiki/SAS_System,Q2003932
SASL,https://en.wikipedia.org/wiki/SASL_(programming_language),Q4048691
Sather,https://en.wikipedia.org/wiki/Sather,Q602012
Sawzall,https://en.wikipedia.org/wiki/Sawzall_(programming_language),Q970424
Scala,https://en.wikipedia.org/wiki/Scala_(programming_language),Q460584
Scheme,https://en.wikipedia.org/wiki/Scheme_(programming_language),Q187560
Scilab,https://en.wikipedia.org/wiki/Scilab,Q828742
Scratch,https://en.wikipedia.org/wiki/Scratch_(programming_language),Q275131
Script.NET,https://en.wikipedia.org/wiki/Script.NET,Q820978
Sed,https://en.wikipedia.org/wiki/Sed,Q305876
Seed7,https://en.wikipedia.org/wiki/Seed7,Q1186348
Self,https://en.wikipedia.org/wiki/Self_(programming_language),Q1864529
SenseTalk,https://en.wikipedia.org/wiki/SenseTalk,Q7450966
SequenceL,https://en.wikipedia.org/wiki/SequenceL,Q7452449
Serpent,https://en.wikipedia.org/wiki/Ethereum#Programming_languages,
SETL,https://en.wikipedia.org/wiki/SETL,Q2205923
Short Code,https://en.wikipedia.org/wiki/Short_Code_(computer_language),Q2566011
SIMPOL,https://en.wikipedia.org/wiki/Superbase_database#History,
SIGNAL,https://en.wikipedia.org/wiki/SIGNAL_(programming_language),Q7390335
SiMPLE,https://en.wikipedia.org/wiki/SiMPLE,Q7506340
SIMSCRIPT,https://en.wikipedia.org/wiki/SIMSCRIPT,Q7390408
Simula,https://en.wikipedia.org/wiki/Simula,Q212569
Simulink,https://en.wikipedia.org/wiki/Simulink,Q606550
SISAL,https://en.wikipedia.org/wiki/SISAL,Q7390483
SKILL,https://en.wikipedia.org/wiki/SKILL,Q5016377
SLIP,https://en.wikipedia.org/wiki/SLIP_(programming_language),Q7390955
SMALL,https://en.wikipedia.org/wiki/SMALL,Q7391044
Smalltalk,https://en.wikipedia.org/wiki/Smalltalk,Q235086
SML,https://en.wikipedia.org/wiki/Standard_ML,Q597330
Strongtalk,https://en.wikipedia.org/wiki/Strongtalk,Q2357042
Snap!,https://en.wikipedia.org/wiki/Snap!_(programming_language),Q1002996
SNOBOL,https://en.wikipedia.org/wiki/SNOBOL,Q522041
SPITBOL,https://en.wikipedia.org/wiki/SPITBOL_compiler,Q7392587
Snowball,https://en.wikipedia.org/wiki/Snowball_programming_language,Q7548444
SOL,https://en.wikipedia.org/wiki/Secure_Operations_Language,Q7424380
Solidity,https://en.wikipedia.org/wiki/Solidity,Q24909565
SOPHAEROS,https://en.wikipedia.org/wiki/SOPHAEROS,Q7562827
Source,https://en.wikipedia.org/wiki/Source_(programming_language),Q85802202
SPARK,https://en.wikipedia.org/wiki/SPARK_(programming_language),Q3493345
Speakeasy,https://en.wikipedia.org/wiki/Speakeasy_(computational_environment),Q7574230
Speedcode,https://en.wikipedia.org/wiki/Speedcoding,Q7475416
SPIN,https://en.wikipedia.org/wiki/Parallax_Propeller,Q2051580
SP/k,https://en.wikipedia.org/wiki/SP/k,Q9922
SPS,https://en.wikipedia.org/wiki/IBM_1401_Symbolic_Programming_System,Q16927924
SQL,https://en.wikipedia.org/wiki/SQL,Q47607
SQR,https://en.wikipedia.org/wiki/SQR,Q3459986
Squeak,https://en.wikipedia.org/wiki/Squeak,Q762464
Squirrel,https://en.wikipedia.org/wiki/Squirrel_(programming_language),Q1200182
SR,https://en.wikipedia.org/wiki/SR_(programming_language),Q446168
S/SL,https://en.wikipedia.org/wiki/S/SL_programming_language,
Starlogo,https://en.wikipedia.org/wiki/Starlogo,Q4050034
Strand,https://en.wikipedia.org/wiki/Strand_(programming_language),Q7621223
Stata,https://en.wikipedia.org/wiki/Stata,Q1204300
Stateflow,https://en.wikipedia.org/wiki/Stateflow,Q1266659
Subtext,https://en.wikipedia.org/wiki/Subtext_(programming_language),Q7475887
SBL,https://en.wikipedia.org/wiki/Superbase_database,Q2367280
SuperCollider,https://en.wikipedia.org/wiki/SuperCollider,Q2299598
Superplan,https://en.wikipedia.org/wiki/Superplan,Q28942263
SuperTalk,https://en.wikipedia.org/wiki/SuperTalk,Q7642069
Swift (Apple programming language),https://en.wikipedia.org/wiki/Swift_(programming_language),Q17118377
Swift (parallel scripting language),https://en.wikipedia.org/wiki/Swift_(parallel_scripting_language),Q17147733
SYMPL,https://en.wikipedia.org/wiki/SYMPL,Q7395256
T,https://en.wikipedia.org/wiki/T_(programming_language),Q7672623
TACL,https://en.wikipedia.org/wiki/TACL,Q598722
TACPOL,https://en.wikipedia.org/wiki/TACPOL_(programming_language),Q7669188
TADS (Text Adventure Development System),https://en.wikipedia.org/wiki/TADS,Q4050562
TAL,https://en.wikipedia.org/wiki/Transaction_Application_Language,Q389350
Tcl,https://en.wikipedia.org/wiki/Tcl,Q5288
Tea,https://en.wikipedia.org/wiki/Tea_(programming_language),Q3516674
TECO (Text Editor and Corrector),https://en.wikipedia.org/wiki/Text_Editor_and_Corrector,Q1547448
TELCOMP,https://en.wikipedia.org/wiki/TELCOMP,Q7669982
TeX,https://en.wikipedia.org/wiki/TeX,Q5301
TEX (Text Executive Programming Language),https://en.wikipedia.org/wiki/Text_Executive_Programming_Language,Q7475278
TIE,https://en.wikipedia.org/wiki/Tensilica_Instruction_Extension,Q7700662
TMG (TransMo Griffer),https://en.wikipedia.org/wiki/TMG_(language),Q1754079
Tom,https://en.wikipedia.org/wiki/Tom_(pattern_matching_language),Q7424115
Toi,https://en.wikipedia.org/wiki/Toi_(programming_language),Q28457672
Topspeed (Clarion),https://en.wikipedia.org/wiki/Clarion_(programming_language),Q1095608
TPU (Text Processing Utility),https://en.wikipedia.org/wiki/Text_Processing_Utility,Q7708401
Trac,https://en.wikipedia.org/wiki/TRAC_(programming_language),Q2842324
TTM,https://en.wikipedia.org/wiki/TTM_(programming_language),Q7671956
T-SQL (Transact-SQL),https://en.wikipedia.org/wiki/Transact-SQL,Q1411245
Transcript (LiveCode),https://en.wikipedia.org/wiki/Transcript_(programming_language),Q3068282
TTCN (Tree and Tabular Combined Notation),https://en.wikipedia.org/wiki/TTCN,Q2007031
Turing,https://en.wikipedia.org/wiki/Turing_(programming_language),Q490481
TUTOR (PLATO Author Language),https://en.wikipedia.org/wiki/TUTOR_(programming_language),Q7672049
TXL,https://en.wikipedia.org/wiki/TXL_(programming_language),Q7590386
TypeScript,https://en.wikipedia.org/wiki/TypeScript,Q978185
Tynker,https://en.wikipedia.org/wiki/Tynker,Q22909519
Ubercode,https://en.wikipedia.org/wiki/Ubercode,Q7876482
UCSD Pascal,https://en.wikipedia.org/wiki/UCSD_Pascal,Q176984
Umple,https://en.wikipedia.org/wiki/Umple,Q16958879
Unicon,https://en.wikipedia.org/wiki/Unicon_(programming_language),Q3279945
Uniface,https://en.wikipedia.org/wiki/Uniface_(programming_language),Q2143563
UNITY,https://en.wikipedia.org/wiki/UNITY_(programming_language),Q7475904
UnrealScript,https://en.wikipedia.org/wiki/UnrealScript,Q1191442
Vala,https://en.wikipedia.org/wiki/Vala_(programming_language),Q1138939
Vim script,https://en.wikipedia.org/wiki/Vim_(text_editor)#Vim_script,
Viper (Ethereum/Ether (ETH)),https://en.wikipedia.org/wiki/Ethereum#Smart_contracts,
Visual DataFlex,https://en.wikipedia.org/wiki/Visual_DataFlex,Q4052748
Visual DialogScript,https://en.wikipedia.org/wiki/Visual_DialogScript,Q2715148
Visual FoxPro,https://en.wikipedia.org/wiki/Visual_FoxPro,Q753868
Visual J++ (Visual J plus plus),https://en.wikipedia.org/wiki/Visual_J%2B%2B,Q973097
Visual LISP,https://en.wikipedia.org/wiki/AutoLISP,Q782397
Visual Objects,https://en.wikipedia.org/wiki/Visual_Objects,Q1309721
Visual Prolog,https://en.wikipedia.org/wiki/Visual_Prolog,Q627600
"WATFIV, WATFOR (WATerloo FORtran IV)",https://en.wikipedia.org/wiki/WATFIV_(programming_language),Q7475315
WebAssembly,https://en.wikipedia.org/wiki/WebAssembly,Q20155677
WebDNA,https://en.wikipedia.org/wiki/WebDNA,Q7978443
Whiley,https://en.wikipedia.org/wiki/Whiley_(programming_language),Q23653623
Winbatch,https://en.wikipedia.org/wiki/Winbatch,Q8023687
Wolfram Language,https://en.wikipedia.org/wiki/Wolfram_Language,Q15241057
Wyvern,https://en.wikipedia.org/wiki/Wyvern_(programming_language),Q18029891
X++ (X plus plus/Microsoft Dynamics AX),https://en.wikipedia.org/wiki/X%2B%2B,Q675860
X10,https://en.wikipedia.org/wiki/X10_(programming_language),Q1852616
xBase++ (xBase plus plus),https://en.wikipedia.org/wiki/XBase%2B%2B,Q1753410
XBL,https://en.wikipedia.org/wiki/XBL,Q1691212
XC,https://en.wikipedia.org/wiki/XC_(programming_language),Q7665653
XMOS architecture,https://en.wikipedia.org/wiki/XCore_XS1,Q64698
xHarbour,https://en.wikipedia.org/wiki/XHarbour,Q2293187
XL,https://en.wikipedia.org/wiki/XL_(programming_language),Q1859276
Xojo,https://en.wikipedia.org/wiki/Xojo,Q14378091
XOTcl,https://en.wikipedia.org/wiki/XOTcl,Q4053333
Xod,https://en.wikipedia.org/wiki/XOD_(programming_language),Q55642732
XPL,https://en.wikipedia.org/wiki/XPL,Q4021505
XPL0,https://en.wikipedia.org/wiki/XPL0,Q7475390
XQuery,https://en.wikipedia.org/wiki/XQuery,Q850661
XSB,https://en.wikipedia.org/wiki/XSB,Q8042469
XSharp (X#),https://en.wikipedia.org/wiki/XSharp,Q25313488
XSLT,https://en.wikipedia.org/wiki/XSLT,Q32110
Xtend,https://en.wikipedia.org/wiki/Xtend,Q1691738
Yorick,https://en.wikipedia.org/wiki/Yorick_(programming_language),Q3174329
YQL,https://en.wikipedia.org/wiki/YQL_(programming_language),Q8046864
Yoix,https://en.wikipedia.org/wiki/Yoix,Q7475378
Z notation,https://en.wikipedia.org/wiki/Z_notation,Q1430781
Z shell,https://en.wikipedia.org/wiki/Z_shell,Q227308
"Zebra, ZPL, ZPL2",https://en.wikipedia.org/wiki/Zebra_(programming_language),Q169412
Zeno,https://en.wikipedia.org/wiki/Zeno_(programming_language),Q7475367
ZetaLisp,https://en.wikipedia.org/wiki/ZetaLisp,Q730272
Zig,https://en.wikipedia.org/wiki/Zig_(programming_language),Q51885456
Zonnon,https://en.wikipedia.org/wiki/Zonnon,Q219959
ZOPL,https://en.wikipedia.org/wiki/ZOPL,Q7475348
ZPL,https://en.wikipedia.org/wiki/ZPL_(programming_language),Q3332038
Z++,https://en.wikipedia.org/wiki/Z%2B%2B,Q17047882
